battery,feature,horizon,metric,value,rmse_value,mae_without,mae_full,alpha,n_test
CS2_35,HF7,16,MAE_minus_full,2.8493651289845934e-05,-0.00021583218551655264,0.019930780403410644,0.019902286752120798,10.0,866
CS2_35,HF8,16,MAE_minus_full,-0.0001688283694501573,-3.255162762866304e-06,0.01973345838267064,0.019902286752120798,10.0,866
CS2_36,SOH,16,MAE_minus_full,9.664370745325265e-05,0.0006273004217534628,0.020846401721063022,0.02074975801360977,10.0,957
CS2_36,HF1,16,MAE_minus_full,3.3172362317590576e-05,-5.598318616371889e-05,0.02078293037592736,0.02074975801360977,10.0,957
CS2_36,HF2,16,MAE_minus_full,-3.1933147041116744e-05,7.877289074061794e-05,0.020717824866568653,0.02074975801360977,100.0,957
CS2_36,HF3,16,MAE_minus_full,0.0010136434581316071,0.0031656395100372395,0.021763401471741377,0.02074975801360977,100.0,957
CS2_36,HF4,16,MAE_minus_full,0.0003554149885335138,8.669154339085994e-05,0.021105173002143283,0.02074975801360977,100.0,957
CS2_36,HF5,16,MAE_minus_full,3.264211809017592e-05,-1.0565812432486443e-05,0.020782400131699946,0.02074975801360977,100.0,957
CS2_36,HF6,16,MAE_minus_full,0.0006428965198615015,0.000326537221510409,0.02139265453347127,0.02074975801360977,100.0,957
CS2_36,HF7,16,MAE_minus_full,0.000129703777948572,4.1575955892637906e-05,0.02087946179155834,0.02074975801360977,10.0,957
CS2_36,HF8,16,MAE_minus_full,-1.9624911950712198e-05,2.547395074895681e-05,0.020730133101659057,0.02074975801360977,100.0,957
CS2_37,SOH,16,MAE_minus_full,0.0003354029052590572,0.0011638471949201243,0.019414366954201175,0.019078964048942118,10.0,1022
CS2_37,HF1,16,MAE_minus_full,-0.00017883864592200746,-0.00037249575027981097,0.01890012540302011,0.019078964048942118,10.0,1022
CS2_37,HF2,16,MAE_minus_full,-0.00011584300877613349,-0.00010694330975127841,0.018963121040165985,0.019078964048942118,10.0,1022
CS2_37,HF3,16,MAE_minus_full,0.0009351451931275089,0.002374445572059236,0.020014109242069627,0.019078964048942118,100.0,1022
CS2_37,HF4,16,MAE_minus_full,0.00013461543591961403,3.850285048090374e-05,0.019213579484861732,0.019078964048942118,100.0,1022
CS2_37,HF5,16,MAE_minus_full,-3.152478386619917e-05,-1.067227679060756e-05,0.01904743926507592,0.019078964048942118,100.0,1022
CS2_37,HF6,16,MAE_minus_full,-0.0001257319196069362,-0.00033142785372236583,0.018953232129335182,0.019078964048942118,10.0,1022
