battery,state_definition,state,horizon,feature_group,mae_full,mae_without,lofo_value,n_state_samples,reliable
CS2_36,cycle_position,Mid-life,4,Group_CC,0.013441235003677433,0.013318126082559278,-0.00012310892111815422,332,True
CS2_36,cycle_position,Mid-life,4,Group_CV,0.013441235003677433,0.01349294248846691,5.1707484789477454e-05,332,True
CS2_36,cycle_position,Mid-life,4,Group_EnergyEfficiency,0.013441235003677433,0.01338641998598514,-5.48150176922918e-05,332,True
CS2_36,cycle_position,Mid-life,4,Group_DischargeIC,0.013441235003677433,0.01338633601852875,-5.489898514868252e-05,332,True
CS2_36,cycle_position,Late-life,4,Group_CC,0.01913009496865176,0.020340533440120028,0.0012104384714682684,305,True
CS2_36,cycle_position,Late-life,4,Group_CV,0.01913009496865176,0.019089503801210272,-4.05911674414873e-05,305,True
CS2_36,cycle_position,Late-life,4,Group_EnergyEfficiency,0.01913009496865176,0.01955047977459697,0.0004203848059452092,305,True
CS2_36,cycle_position,Late-life,4,Group_DischargeIC,0.01913009496865176,0.01905183691184087,-7.825805681089051e-05,305,True
CS2_37,soh_level,Early,4,Group_CC,0.01443759389705371,0.014687583890568658,0.0002499899935149482,559,True
CS2_37,soh_level,Early,4,Group_CV,0.01443759389705371,0.014448900634022632,1.130673696892251e-05,559,True
CS2_37,soh_level,Early,4,Group_EnergyEfficiency,0.01443759389705371,0.014525969638002612,8.837574094890284e-05,559,True
CS2_37,soh_level,Early,4,Group_DischargeIC,0.01443759389705371,0.014334119054502397,-0.00010347484255131267,559,True
CS2_37,soh_level,Middle,4,Group_CC,0.013257561407614794,0.013774443934390779,0.0005168825267759854,284,True
CS2_37,soh_level,Middle,4,Group_CV,0.013257561407614794,0.01324005801541209,-1.7503392202702917e-05,284,True
CS2_37,soh_level,Middle,4,Group_EnergyEfficiency,0.013257561407614794,0.013613588186251203,0.00035602677863640943,284,True
CS2_37,soh_level,Middle,4,Group_DischargeIC,0.013257561407614794,0.013057958413600355,-0.00019960299401443858,284,True
CS2_37,soh_level,Late,4,Group_CC,0.017786798104147718,0.01816897519590404,0.0003821770917563222,155,True
CS2_37,soh_level,Late,4,Group_CV,0.017786798104147718,0.017803204293432903,1.6406189285184808e-05,155,True
CS2_37,soh_level,Late,4,Group_EnergyEfficiency,0.017786798104147718,0.017998815520549192,0.00021201741640147417,155,True
CS2_37,soh_level,Late,4,Group_DischargeIC,0.017786798104147718,0.017885569223076107,9.877111892838894e-05,155,True
CS2_37,degradation_dynamics,Slow,4,Group_CC,0.01463603252012827,0.015179072382191787,0.0005430398620635164,228,True
