battery,feature,horizon,metric,block_length,bootstrap_n_c,circular_estimate,circular_low,circular_high,circular_n,bootstrap_n_n,noncircular_estimate,noncircular_low,noncircular_high,n_effective,contiguous_segments,max_segment_length,bootstrap_type,ci_width_circular,ci_width_noncircular
CS2_35,HF3,1,partial_pearson_controlling_SOH,10,1000,-0.01726441276137,-0.0989248070391735,-0.0021420984842853,849,1000,-0.11149134741503966,-0.26551538516329004,0.011830266925048979,849,30,111,non_circular_segmented,0.0967827085548882,0.277345652088339
CS2_35,HF3,1,degradation_pearson,20,1000,-0.0174708985729349,-0.0891519601457402,0.0213251269490835,849,1000,0.019643036288126227,-0.08834531083864891,0.13849486985220558,849,30,111,non_circular_segmented,0.1104770870948237,0.2268401806908545
CS2_35,HF3,1,degradation_spearman,20,1000,-0.1395331643787781,-0.2452506187818642,-0.033663067759401,849,1000,-0.07609210441403029,-0.1698982166069815,0.02166158149058943,849,30,111,non_circular_segmented,0.21158755102246318,0.19155979809757095
CS2_35,HF3,1,partial_pearson_controlling_SOH,20,1000,-0.0162851300692384,-0.0836889646171796,-0.0013418800215599,849,1000,-0.1560821474990752,-0.28938737742737297,-0.025138089771464103,849,30,111,non_circular_segmented,0.08234708459561971,0.2642492876559089
CS2_35,HF3,1,degradation_pearson,30,1000,-0.0159058353155074,-0.0830564204306701,0.0224603196857887,849,1000,0.0009607527961944581,-0.08769746626813534,0.11334047566101939,849,30,111,non_circular_segmented,0.1055167401164588,0.20103794192915472
CS2_35,HF3,1,degradation_spearman,30,1000,-0.1356219118387139,-0.2519833237698442,-0.0105148345763512,849,1000,-0.06581996426207794,-0.19123568314753056,0.07267349585228289,849,30,111,non_circular_segmented,0.24146848919349304,0.2639091789998135
CS2_35,HF3,1,partial_pearson_controlling_SOH,30,1000,-0.0162603643897486,-0.0820888433983519,-0.002715072833858,849,1000,-0.13310030297889902,-0.2269007125312306,-0.02745250312873723,849,30,111,non_circular_segmented,0.0793737705644939,0.19944820940249336
CS2_35,HF4,1,degradation_pearson,10,1000,-0.0305521273866697,-0.0984123287200964,0.0463100252699547,575,1000,0.067975815749275,-0.012324080579708475,0.1318657605101156,575,39,98,non_circular_segmented,0.14472235399005112,0.14418984108982405
CS2_35,HF4,1,degradation_spearman,10,1000,0.0853407546262803,-0.0234912979564741,0.1860770437490796,575,1000,0.19674465221763598,0.09984926364074374,0.2895607642808376,575,39,98,non_circular_segmented,0.2095683417055537,0.18971150064009384
CS2_35,HF4,1,partial_pearson_controlling_SOH,10,1000,0.0192180072032669,-0.0951946639187412,0.152606407336434,575,1000,0.11376398724469543,-0.08516944680309638,0.3419825174753105,575,39,98,non_circular_segmented,0.2478010712551752,0.42715196427840685
CS2_35,HF4,1,degradation_pearson,20,1000,-0.0277683361880892,-0.0911735347157084,0.0435764331947322,575,1000,0.10677422375337774,0.04232963798297421,0.17631701629630053,575,39,98,non_circular_segmented,0.13474996791044058,0.13398737831332633
CS2_35,HF4,1,degradation_spearman,20,1000,0.0847341797527241,-0.0190531809600444,0.1824974130643668,575,1000,0.22615908791953587,0.11895049912247578,0.3221965401109033,575,39,98,non_circular_segmented,0.2015505940244112,0.20324604098842752
CS2_35,HF4,1,partial_pearson_controlling_SOH,20,1000,0.0212787564751089,-0.0892635244076886,0.150417836699032,575,1000,0.09591333214731729,-0.1229341102348657,0.34295661487183027,575,39,98,non_circular_segmented,0.23968136110672061,0.46589072510669594
CS2_35,HF4,1,degradation_pearson,30,1000,-0.0290785381020561,-0.0917205744072864,0.0472642739647869,575,1000,0.1390583648523615,0.07263354287043311,0.20715680064998618,575,39,98,non_circular_segmented,0.1389848483720733,0.13452325777955307
CS2_35,HF4,1,degradation_spearman,30,1000,0.0789625631241373,-0.0313119041452999,0.1938036257704108,575,1000,0.2622668091468457,0.1601526735772166,0.34242702760555904,575,39,98,non_circular_segmented,0.2251155299157107,0.18227435402834244
CS2_35,HF4,1,partial_pearson_controlling_SOH,30,1000,0.0228127516739103,-0.0859716618965027,0.1529528686611404,575,1000,0.09220281259376459,-0.1422602041346732,0.3407848890913328,575,39,98,non_circular_segmented,0.23892453055764312,0.483045093226006
CS2_35,HF5,1,degradation_pearson,10,1000,-0.0222411903665723,-0.0849141461659398,0.0449104549179548,574,1000,0.07606703292822234,-0.0029363124229952126,0.15349531306312572,574,40,98,non_circular_segmented,0.1298246010838946,0.15643162548612094
CS2_35,HF5,1,degradation_spearman,10,1000,0.0459187851341343,-0.0587767230848587,0.1385738324635179,574,1000,0.1305174142134659,0.04858267001950973,0.21724516328008545,574,40,98,non_circular_segmented,0.1973505555483766,0.16866249326057572
CS2_35,HF5,1,partial_pearson_controlling_SOH,10,1000,-0.0277768536842532,-0.1071965251489698,0.0593036900544167,574,1000,-0.039196887789796214,-0.12257893150951382,0.06485444581510048,574,40,98,non_circular_segmented,0.16650021520338648,0.1874333773246143
CS2_35,HF5,1,degradation_pearson,20,1000,-0.0233423369280702,-0.0780658720620812,0.0381383474041443,574,1000,0.12558068078604157,0.05402164672872207,0.186477446912995,574,40,98,non_circular_segmented,0.1162042194662255,0.13245580018427294
CS2_35,HF5,1,degradation_spearman,20,1000,0.0457665733763758,-0.051031944623709,0.137517823113387,574,1000,0.15959427864943643,0.05542941644074878,0.253010648833558,574,40,98,non_circular_segmented,0.188549767737096,0.19758123239280923
